Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Complex crisis in El Salvador,SLV001,El Salvador,Injuries reported,x,,Medium,2,,,SLV001Injuries reported,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,Buildings damaged,x,,Medium,2,,No data available,THA001Buildings damaged,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,Buildings destroyed,x,,x,x,,No data available,THA001Buildings destroyed,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,Crisis affected groups,2,"UNHCR 31/12/2018, Border Consortium 31/12/2018",Medium,2,http://data.unhcr.org/thailand/regional.php https://reliefweb.int/sites/reliefweb.int/files/resources/Thailand%20Report%202019_22012019_LowRes.pdf https://www.theborderconsortium.org/media/119470/2018-12-december-map-tbc-unhcr.pdf,Non host (in the south) and refugees (at the border with myanmar),THA001Crisis affected groups,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,Economic Losses,x,,Medium,2,,No data available,THA001Economic Losses,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,Illness cases reported,x,,Medium,2,,No data available,THA001Illness cases reported,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,People facing limited access constraints,x,,Medium,2,,No data available,THA001People facing limited access constraints,2019-02-13,Humanitarian development
Multiple situations in Thailand,THA001,Thailand,People facing restricted access constraints,x,,Medium,2,,No data available,THA001People facing restricted access constraints,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,Buildings damaged,x,,Medium,2,,No data available,THA002Buildings damaged,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,Buildings destroyed,x,,x,x,,No data available,THA002Buildings destroyed,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,Crisis affected groups,1,x,Medium,2,x,Non host population though there might also be displaced population (no information found),THA002Crisis affected groups,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,Economic Losses,x,,Medium,2,,No data available,THA002Economic Losses,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,Illness cases reported,x,,Medium,2,,No data available,THA002Illness cases reported,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,People facing limited access constraints,x,,Medium,2,,No data available,THA002People facing limited access constraints,2019-02-13,Humanitarian development
Conflict in southern Thailand ,THA002,Thailand,People facing restricted access constraints,x,,Medium,2,,No data available,THA002People facing restricted access constraints,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Buildings damaged,x,,Medium,2,,No data available,THA003Buildings damaged,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Buildings destroyed,x,,x,x,,No data available,THA003Buildings destroyed,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Crisis affected groups,1,"UNHCR 31/12/2018, Border Consortium 31/12/2018",Medium,2,http://data.unhcr.org/thailand/regional.php https://reliefweb.int/sites/reliefweb.int/files/resources/Thailand%20Report%202019_22012019_LowRes.pdf https://www.theborderconsortium.org/media/119470/2018-12-december-map-tbc-unhcr.pdf,Refugee populations,THA003Crisis affected groups,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Economic Losses,x,,Medium,2,,No data available,THA003Economic Losses,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Illness cases reported,x,,Medium,2,,No data available,THA003Illness cases reported,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,People facing limited access constraints,x,,Medium,2,,No data available,THA003People facing limited access constraints,2019-02-13,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,People facing restricted access constraints,x,,Medium,2,,No data available,THA003People facing restricted access constraints,2019-02-13,Humanitarian development
Drought in Zambia,ZMB002,Zambia,Buildings damaged,0,,Medium,2,,No damages due to drought,ZMB002Buildings damaged,2019-02-13,Humanitarian development
Drought in Zambia,ZMB002,Zambia,Buildings destroyed,0,,Medium,2,,No damages due to drought,ZMB002Buildings destroyed,2019-02-13,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Economic Losses,x,,Medium,2,,,COL001Economic Losses,2019-02-14,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People facing limited access constraints,1800000,OCHA HNO 15/01/2023,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/14012019_hno_2019_es.pdf,,COL001People facing limited access constraints,2019-02-14,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People facing restricted access constraints,11500,OCHA HNO 15/01/2023,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/14012019_hno_2019_es.pdf,,COL001People facing restricted access constraints,2019-02-14,Humanitarian development
Venezuela displacement in Colombia,COL002,Colombia,Buildings damaged,x,,Medium,2,,,COL002Buildings damaged,2019-02-14,Humanitarian development
Venezuela displacement in Colombia,COL002,Colombia,Buildings destroyed,x,,x,x,,,COL002Buildings destroyed,2019-02-14,Humanitarian development
Venezuela displacement in Colombia,COL002,Colombia,Economic Losses,x,,Medium,2,,,COL002Economic Losses,2019-02-14,Humanitarian development
Venezuela displacement in Colombia,COL002,Colombia,People facing limited access constraints,x,,Medium,2,,,COL002People facing limited access constraints,2019-02-14,Humanitarian development
Venezuela displacement in Colombia,COL002,Colombia,People facing restricted access constraints,x,,Medium,2,,,COL002People facing restricted access constraints,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,Buildings damaged,0,,Medium,2,,,DJI002Buildings damaged,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,Buildings destroyed,0,,Medium,2,,,DJI002Buildings destroyed,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,Economic Losses,0,,Medium,2,,,DJI002Economic Losses,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,Injuries reported,x,,Medium,2,,,DJI002Injuries reported,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,People facing limited access constraints,0,,Medium,2,,,DJI002People facing limited access constraints,2019-02-14,Humanitarian development
Mixed migration in Djibouti,DJI002,Djibouti,People facing restricted access constraints,0,,Medium,2,,,DJI002People facing restricted access constraints,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,Buildings damaged,0,,Medium,2,,,DJI003Buildings damaged,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,Buildings destroyed,0,,Medium,2,,,DJI003Buildings destroyed,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,Economic Losses,x,,Medium,2,,,DJI003Economic Losses,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,Injuries reported,0,,Medium,2,,,DJI003Injuries reported,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,People facing limited access constraints,0,,Medium,2,,,DJI003People facing limited access constraints,2019-02-14,Humanitarian development
Drought in Djibouti,DJI003,Djibouti,People facing restricted access constraints,0,,Medium,2,,,DJI003People facing restricted access constraints,2019-02-14,Humanitarian development
Venezuela displacement in Ecuador,ECU002,Ecuador,Buildings damaged,x,,Medium,2,,,ECU002Buildings damaged,2019-02-14,Humanitarian development
Venezuela displacement in Ecuador,ECU002,Ecuador,Buildings destroyed,x,,x,x,,,ECU002Buildings destroyed,2019-02-14,Humanitarian development
Venezuela displacement in Ecuador,ECU002,Ecuador,Crisis affected groups,2,,Medium,2,,"Host, refs",ECU002Crisis affected groups,2019-02-14,Humanitarian development
Venezuela displacement in Ecuador,ECU002,Ecuador,People facing limited access constraints,x,,Medium,2,,,ECU002People facing limited access constraints,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Buildings damaged,x,,Medium,2,,,ESP002Buildings damaged,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Buildings destroyed,x,,x,x,,,ESP002Buildings destroyed,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Crisis affected groups,2,,Medium,2,,Host and refugees/asylum seekers are the only affected groups,ESP002Crisis affected groups,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Economic Losses,x,,Medium,2,,,ESP002Economic Losses,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Illness cases reported,x,,Medium,2,,,ESP002Illness cases reported,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Injuries reported,x,,Medium,2,,,ESP002Injuries reported,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,People facing limited access constraints,x,,Medium,2,,,ESP002People facing limited access constraints,2019-02-14,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,People facing restricted access constraints,x,,Medium,2,,,ESP002People facing restricted access constraints,2019-02-14,Humanitarian development
Complex crisis in Guatemala,GTM001,Guatemala,Buildings damaged,0,,Medium,2,,,GTM001Buildings damaged,2019-02-14,Humanitarian development
Complex crisis in Guatemala,GTM001,Guatemala,Buildings destroyed,0,,Medium,2,,,GTM001Buildings destroyed,2019-02-14,Humanitarian development
Complex crisis in Guatemala,GTM001,Guatemala,Economic Losses,x,,Medium,2,,,GTM001Economic Losses,2019-02-14,Humanitarian development
Complex crisis in Guatemala,GTM001,Guatemala,Injuries reported,x,,Medium,2,,,GTM001Injuries reported,2019-02-14,Humanitarian development
Rakhine Conflict,MMR002,Myanmar,Buildings damaged,x,,x,x,,No data available,MMR002Buildings damaged,2019-02-14,Humanitarian development
Rakhine Conflict,MMR002,Myanmar,Buildings destroyed,x,,x,x,,No data available,MMR002Buildings destroyed,2019-02-14,Humanitarian development
Rakhine Conflict,MMR002,Myanmar,Economic Losses,x,,x,x,,No data available,MMR002Economic Losses,2019-02-14,Humanitarian development
Rakhine Conflict,MMR002,Myanmar,People facing limited access constraints,x,,Medium,2,,No data available,MMR002People facing limited access constraints,2019-02-14,Humanitarian development
Rakhine Conflict,MMR002,Myanmar,People facing restricted access constraints,x,,Medium,2,,No data available,MMR002People facing restricted access constraints,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,Buildings damaged,x,,Medium,2,,No data available,MMR003Buildings damaged,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,Buildings destroyed,x,,x,x,,No data available,MMR003Buildings destroyed,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,Economic Losses,x,,Medium,2,,No data available,MMR003Economic Losses,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,Illness cases reported,x,,Medium,2,,No data available,MMR003Illness cases reported,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,Injuries reported,x,,Medium,2,,No data available,MMR003Injuries reported,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,People facing limited access constraints,x,,Medium,2,,No data available,MMR003People facing limited access constraints,2019-02-14,Humanitarian development
Kachin and Shan Conflict,MMR003,Myanmar,People facing restricted access constraints,x,,Medium,2,,No data available,MMR003People facing restricted access constraints,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Crisis affected groups,2,,Medium,2,,"Host, refs",MRT002Crisis affected groups,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Economic Losses,x,,Medium,2,,,MRT002Economic Losses,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Illness cases reported,x,,Medium,2,,,MRT002Illness cases reported,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Landmass affected,75,"UNFPA, UNHCR",Medium,2,,"Bassikounou commune, next to which the Mbera camp is located",MRT002Landmass affected,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,People facing limited access constraints,x,,Medium,2,,,MRT002People facing limited access constraints,2019-02-14,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,People facing restricted access constraints,x,,Medium,2,,,MRT002People facing restricted access constraints,2019-02-14,Humanitarian development
Complex crisis in South Sudan,SSD001,South Sudan,Buildings damaged,x,,Medium,2,,,SSD001Buildings damaged,2019-02-14,Humanitarian development
